-3,912890008;1,377638905;3,078410728;3,527479675;0,366636217;0,376290522;-6,639601303;-7,609636624
-8,500939754;-4,573563219;1,728539745;5,506588439;4,669694858;0,895667059;-7,349666055;-6,054071998
-4,072358008;-0,267022953;3,284517252;3,439690873;2,908782609;-0,091304948;-7,997420041;-8,023813363
-9,597725282;-6,608864443;-2,310465725;3,313725809;3,606012906;2,849531584;1,579291253;-2,719542059
-9,48708886;-8,462460076;2,009597584;5,403561887;5,899288705;-0,964885816;-2,897860018;-4,834958036
-6,733154237;-4,967532368;0,891947947;7,558210365;3,875202872;-0,903944352;-5,63162201;-6,332787506
-3,568053547;-0,55943044;4,031736525;4,768788043;1,872112041;-3,379347663;-4,560734647;-8,071483117
-2,521880776;-0,315044079;1,908394965;3,04392975;0,73072295;-0,772235873;-2,896331612;-5,787803219
1,781798965;3,732258202;4,112418319;3,384942785;1,059295931;-2,432921899;-8,932293432;-9,752933911
0,990172041;4,019136497;5,323122546;5,407988058;-0,616329498;-6,250989961;-7,056155497;-6,507507477
-3,429803794;-0,057115359;2,790868826;1,486800216;2,809833608;-1,108944265;-3,997236189;-6,397168266
-6,813152235;-4,198357575;5,527714659;4,652664619;1,04503582;0,982924309;-6,317367574;-8,780415686
-5,848508334;-1,26133554;5,014561948;4,174996368;4,712561727;-2,98993264;-7,597923883;-9,169535032
-4,055464654;-3,458123817;3,686085892;3,8792897;1,765260706;1,228977569;-7,334509191;-6,03811093
-6,06749548;-3,983378471;-0,642512217;1,132651006;3,509034877;2,73418133;-1,203986217;-3,75784013
-3,648035553;-1,123859926;2,345835591;3,254723952;2,961710744;0,952959232;-7,397255794;-7,855421564
-3,234998615;-0,70615758;3,316382219;5,341650433;3,955553902;-1,656898213;-9,342503689;-9,537743871
-7,775868275;-4,017505323;1,387636969;5,201026086;2,517471752;-0,043488403;-2,926948543;-5,523163202
-0,179320236;1,418891405;7,648810552;5,377012262;0,678888172;-4,737086735;-9,333219951;-10,89489542
-4,098234234;-1,056674412;1,350496351;3,38112126;-0,351929968;-0,552494089;-1,31586096;-2,638275683
-1,06273287;4,231352459;2,173745289;6,115100485;-0,046738729;-2,508341783;-7,305042935;-9,991181965
-2,169407269;0,922819628;3,177179103;2,917698691;2,766096357;-1,550063452;-6,587130764;-8,434702554
-3,862470059;-1,654580258;3,432878545;5,618151092;-0,430058463;-0,567778887;-4,741112064;-7,505722159
-0,629465059;1,216764547;3,284247123;6,200057618;1,124903419;-5,013253774;-5,655469215;-7,280988767
-2,692780325;-1,006299527;0,826682182;1,724325433;0,809855849;1,307688625;-1,411123618;-6,478029648
-4,056827492;-0,64180435;6,256045776;3,151255282;5,209793823;-3,167489886;-9,388155867;-10,23206706
-5,388491927;-2,726999444;3,538132103;3,221980408;-0,057558953;2,398540129;-4,517644761;-7,425500726
-3,677156783;-1,718167477;1,983736285;5,701331681;1,949213957;0,224205236;-6,834822074;-8,792325591
-3,505676491;-1,096337593;0,997401673;2,565599781;3,833416403;0,095246158;-4,607711389;-7,561217594
-6,981348268;-5,115785024;1,40043565;3,161548753;4,850763908;1,453031924;-4,468388002;-6,447646387
-4,812822836;-1,212880019;0,806054254;1,294097084;3,524283258;-0,355623337;-2,022134018;-4,523582867
-1,892092281;-0,692325598;2,006429944;4,214648597;2,461749649;0,76430767;-7,883051647;-9,29856081
-5,842224378;-4,49864572;1,552295135;2,232344844;1,399020949;1,439463583;-1,291109079;-2,447639557
-6,367778564;-4,716331752;-1,464420365;0,681732322;2,103379101;1,691067675;2,474293567;1,816578737
-4,350053118;-3,298942004;0,249038594;2,726045282;3,148923058;1,470520153;-3,159403513;-5,516837108
-1,898457588;-0,071287247;2,190366383;2,740153055;1,926775931;1,115802748;-7,088294188;-7,701673896
-9,48461552;-5,737561122;0,8388919;3,72735664;1,216856097;2,495461582;0,813376074;-5,502713043
-0,698845256;1,023133133;1,420087787;2,386363921;1,806335075;1,375677416;-7,268124692;-7,776564224
-4,595615766;-1,84842144;5,091235716;3,049477642;2,118664796;-0,315394848;-6,672906062;-8,193679149
-2,902761942;-1,471668297;2,220601387;7,46004247;1,547396769;-0,806248945;-8,181048472;-9,05717956
-5,106606024;-2,915947834;5,268704546;4,499481562;1,291121044;-3,999886796;-2,377842867;-5,484073642
-5,723884438;-1,79472332;6,062874074;3,903232165;4,411063591;-3,5617695;-6,993091473;-9,146686963
-6,127051814;-5,59379111;2,665982656;3,976732391;3,54439591;0,210216413;-3,674907848;-6,527532381
-2,253320517;0,303740509;3,168464528;4,637806869;1,995011129;-2,258177729;-6,207154164;-8,569166564
-2,347476675;1,011963486;7,107082895;5,46502629;2,771030391;-5,511584992;-9,015357103;-11,14039984
-4,141736443;-0,488235554;4,20974142;2,142426329;2,602985567;-1,259292162;-4,926505773;-8,116364364
-0,400460098;1,677471095;1,410299494;1,7078678;3,365923067;-0,206679947;-6,792898697;-8,200915943
-10,38081748;-7,951677043;0,574639902;4,977370628;4,885524393;2,007177624;-2,899798554;-5,250368963
-6,196528677;-2,485332381;2,531353501;3,882899235;7,466751856;-3,676046799;-5,313415972;-8,820847999
-9,839162457;-7,681270361;-1,150927573;3,203314768;5,645341726;3,299260192;-1,116899253;-5,555465656
-4,286552824;-2,619461919;0,697453421;3,640037483;3,759397654;-0,494111125;-3,199511331;-6,883832976
-6,228271791;-4,735062197;3,368118993;5,866594138;2,398442847;-0,493836928;-5,349210207;-7,021140547
-3,140910497;2,234370012;5,565098261;6,789744025;1,074624484;-3,598815466;-10,04987337;-10,7200367
-6,517007799;-1,916450424;1,574117766;3,92611872;2,946382505;-2,13752157;-3,087802283;-2,401779053
-5,547802722;-2,201815305;1,365831357;4,464439816;3,128611366;-1,290434791;-3,239279283;-6,575351346
-2,056929816;-0,299337737;2,260057641;6,338092085;3,674187057;-3,360225413;-7,415032825;-9,250663172
-4,305779641;-2,443968798;0,535899829;1,119476478;2,262312113;0,088161809;-0,374087739;-2,07565797
-6,897460608;-5,395594082;4,428212667;6,476394499;3,789216833;-0,964861738;-7,539258872;-8,419720266
-1,564733155;-0,048360548;2,182623851;3,091279243;2,244143387;0,24168874;-6,615987901;-8,385775608
-0,867063823;-0,289584662;5,180862868;3,745750222;2,102768085;-0,780882618;-9,67676464;-9,945733244
-5,428809949;-1,274325375;4,292566358;4,979801157;1,125513994;-1,187755436;-5,605936713;-8,441044092
0,319154353;2,326487642;2,952451289;2,394914713;1,982779286;-3,042890473;-4,957927106;-7,91803987
-1,234549097;-1,162005135;6,210456242;4,953801296;2,525042327;-2,557276889;-9,869878648;-10,09775227
-0,800209017;2,252737566;2,986237329;2,780514696;-0,585794007;0,148955578;-5,926925295;-7,841156316
-2,51420406;1,775191459;5,646887932;6,462598318;-0,50654816;-3,227793718;-8,103363021;-9,954885934
-2,049138194;1,562371906;3,536346943;8,700607076;2,769041481;-5,833567553;-8,713393341;-11,16610278
-4,944642115;-0,165386413;2,302519599;6,00754414;4,908744422;-1,178068501;-10,4504114;-9,945981238
-4,151416998;-3,437227669;6,856153087;6,833951247;-0,037394463;-5,671140003;-3,933877011;-5,051083248
-0,396218578;1,285433008;1,603456775;1,482655915;1,354440623;0,310652748;-4,699384385;-7,029496851
-8,757942753;-3,906306631;-0,633810004;3,506178705;5,110971777;1,776257889;-2,943538439;-6,821162205
-2,666262272;0,248816859;2,390984533;2,272781889;0,805638675;-1,112449787;-2,604728277;-5,69278082
-0,254286569;0,760079702;5,916266495;3,125426778;-0,992339089;-0,792517427;-7,309014006;-8,418355095
-4,377474261;-0,809948786;3,561396376;5,484973104;3,570355931;-3,10951738;-6,574259136;-9,375733989
-4,206144886;0,820018245;5,244125567;6,197108182;1,285570164;-6,689526393;-5,875038886;-3,795646391
-1,704133101;1,649209001;6,597793456;6,557237825;-1,55139803;-3,440393918;-8,024706528;-10,03458984
-6,273650301;-7,37391599;1,765085363;4,69603719;4,739064336;0,389644596;-4,744934999;-4,258142176
-4,615957763;-0,855531944;2,669540656;1,545629358;0,951301631;-2,119123388;-0,188965054;-2,437093011
